#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
721248	253725	28952	128984	118780	RP11-175I17.5	JM1	FAM21C	CCDC22	FAM21A|VPEF	CXorf37	Affinity Capture-Western	physical	Harbour ME (2012)	PUBMED:22070227	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4E1	A8K5W5|B3KMC4	NP_001354338|NP_001354339|NP_001354330|NP_001354331|NP_001354332|NP_001354333|NP_001354334|NP_001354335|NP_001354336|NP_001354337|NP_001317003|NP_056077|NP_001354341|NP_001354345|NP_001354322|NP_001354329|NP_001354328|NP_001354340|NP_001354323|NP_001354344|NP_001354327|NP_001354326|NP_001354325|NP_001354324|NP_001354343|NP_001354342|NP_001162577|NP_001162578	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3033280	28952	10152	118780	115454	JM1	-	CCDC22	ABI2	CXorf37	ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.97689698	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.97689698, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NYB9	F8WAL6|E9PEZ7|B7Z836	NP_001362652|NP_001362653|NP_001362650|NP_001362651|NP_001362656|NP_001362657|NP_001362654|NP_001362655|NP_001362658|NP_001362659|NP_001362648|NP_001362646|NP_001362641|NP_001362640|NP_001362643|NP_001362638|NP_001362639|NP_001362631|NP_001362633|NP_001362635|NP_001362636|NP_001362637|NP_001269861|NP_001362628|NP_001362622|NP_001362621|NP_001362620|NP_001362627|NP_001362625|NP_001362624|NP_001269856|NP_001269854|NP_001269855|NP_001362616|NP_001362617|NP_001362614|NP_001362615|NP_001362612|NP_001362613|NP_001362610|NP_001362611|NP_001362618|NP_001362619|NP_001362599|NP_001362598|NP_001362595|NP_001362594|NP_001362597|NP_001362596|NP_001362591|NP_001362593|NP_001362592|NP_001362601|NP_001362600|NP_001362603|NP_001362602|NP_001362605|NP_001362604|NP_001362607|NP_001362606|NP_001362609|NP_001362608|NP_005750|NP_001362681|NP_001362680|NP_001362683|NP_001362682|NP_001362684|NP_001362674|NP_001362675|NP_001362676|NP_001362677|NP_001362670|NP_001362671|NP_001362672|NP_001362673|NP_001362678|NP_001362679|NP_001362667|NP_001362666|NP_001362665|NP_001362664|NP_001362663|NP_001362662|NP_001362661|NP_001362660|NP_001362669|NP_001362668	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3036216	1261	28952	107661	118780	-	JM1	CNGA3	CCDC22	ACHM2|CCNC1|CCNCa|CCNCalpha|CNCG3|CNG3	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.766808526	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.766808526, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q16281	-	NP_001073347|NP_001289	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045304	28952	23412	118780	116984	JM1	RP11-573G6.3	CCDC22	COMMD3	CXorf37	BUP|C10orf8	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9UBI1	-	NP_036203	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3049156	51699	28952	119683	118780	DC7	JM1	VPS29	CCDC22	DC15|PEP11	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999964948	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999964948, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9UBQ0	F8VXU5	NP_001269080|NP_057310|NP_001269079|NP_476528	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3053281	28952	26276	118780	117659	JM1	-	CCDC22	VPS33B	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999976	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999976, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999998, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9H267	F5H008|B7Z1N4	NP_001276077|NP_001276078|NP_061138	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3058683	8687	28952	114234	118780	-	JM1	KRT38	CCDC22	HA8|KRTHA8|hHa8	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.897025839	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.897025839, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O76015	-	NP_006762	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3059891	28952	28991	118780	118812	JM1	HT002	CCDC22	COMMD5	CXorf37	HCARG	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9GZQ3	-	NP_054785|NP_001074472|NP_001274166|NP_001074473	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3061763	150684	28952	127317	118780	-	JM1	COMMD1	CCDC22	C2orf5|MURR1	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8N668	-	NP_689729	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3062923	27185	28952	118061	118780	RP4-730B13.1	JM1	DISC1	CCDC22	C1orf136|SCZD9	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.940314889	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.940314889, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NRI5	C4P0A5|C4P0D3|C4P0C8|C4P0D2|C4P0C4|C4P094|C4P0D0|C4P098|C4P096|C4P0D1|C4P0A4	NP_001158028|NP_001158009|NP_001158022|NP_001158023|NP_001158020|NP_001158021|NP_001158026|NP_001158027|NP_001158024|NP_001158025|NP_001012975|NP_001012977|NP_001012976|NP_001158019|NP_001158018|NP_001158017|NP_001158016|NP_001158014|NP_001158013|NP_001158012|NP_001158011|NP_001158010|NP_061132	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3064121	51397	28952	119521	118780	HSPC305	JM1	COMMD10	CCDC22	PTD002	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9Y6G5	-	NP_057228	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3069142	28952	57448	118780	121521	JM1	-	CCDC22	BIRC6	CXorf37	APOLLON|BRUCE	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.949070507	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.949070507, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.977116872, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NR09	-	NP_057336|NP_001365054	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3070884	93426	28952	125023	118780	RP11-108K14.6	JM1	SYCE1	CCDC22	C10orf94|CT76	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.979348479	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.979348479, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8N0S2	-	NP_570140|NP_001137235|NP_001137236	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3071468	28952	8898	118780	114415	JM1	-	CCDC22	MTMR2	CXorf37	CMT4B|CMT4B1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999975	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999975, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999472, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q13614	A0A024R3B7	NP_001230500|NP_958438|NP_958435|NP_057240	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3072539	441933	28952	137889	118780	-	JM1	OR13G1	CCDC22	OR1-37	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999828547	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999828547, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8NGZ3	-	NP_001005487	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3074480	4253	28952	110409	118780	-	JM1	CTAGE5	CCDC22	MEA6|MGEA|MGEA11|MGEA6	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.996421185	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.996421185, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O15320	Q4G155|Q59FD2	NP_005921|NP_001341066|NP_001341067|NP_001234917|NP_001234919|NP_001234918|NP_001341068|NP_001341069|NP_976231|NP_976230|NP_001341084|NP_001341080|NP_001341081|NP_001341083|NP_001341071|NP_001341070|NP_001341073|NP_001341072|NP_001341075|NP_001341074|NP_001341077|NP_001341079|NP_001316143|NP_976229	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3078053	147166	28952	127041	118780	-	JM1	TRIM16L	CCDC22	TRIM70	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999377637	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999377637, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q309B1	-	NP_001032407	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3079628	28952	54520	118780	120013	JM1	-	CCDC22	CCDC93	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999168	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999168, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999857, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q567U6	-	NP_061917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3079956	170622	28952	128071	118780	RP11-173B14.2	JM1	COMMD6	CCDC22	Acrg	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q7Z4G1	B0QZ40	NP_001274322|NP_987091|NP_001274323|NP_987093|NP_001274321	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3084271	115948	28952	125463	118780	-	JM1	CCDC151	CCDC22	CILD30	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99481342	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.99481342, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	A5D8V7	B3KPH7|K7EN59	NP_659482|NP_001289383|NP_001289382	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3086940	257236	28952	129209	118780	-	JM1	CCDC96	CCDC22	-	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.939658607	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.939658607, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q2M329	-	NP_699207	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3087586	10311	28952	115596	118780	-	JM1	DSCR3	CCDC22	DCRA|DSCRA	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999979012	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999979012, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O14972	A8MY26	NP_001317951|NP_001317950|NP_001317947|NP_006043	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3088490	28952	57020	118780	121329	JM1	101F10.2	CCDC22	C16orf62	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999998856	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999998856, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999881, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q7Z3J2	E7EWW0|B3KT69|F5H7K1	NP_001287672|NP_064710	-	-	-	-	-	-	Homo sapiens	Homo sapiens
